invoice_number,invoice_date,product1_name,product1_price,product2_name,product2_price,product3_name,product3_price,product4_name,product4_price,pos_number,dept_location,pincode
INV-100927,2026-07-17,Water Bottle,107,Desk Lamp,40991,Tablet,6001,Power Bank,35350,POS-08,Office,468563
INV-100928,2026-07-18,Smartphone,59318,Office Chair,73905,Keyboard,62255,Soap,50118,POS-11,Accessories,465296
INV-100929,2026-07-19,Mouse,68740,Backpack,66511,USB Cable,24924,Power Bank,25369,POS-08,Office,463048
INV-100930,2026-07-20,Soap,52811,Face Wash,64914,Notebook,40913,Tablet,41892,POS-10,Electronics,462611
INV-100931,2026-07-21,Laptop,75558,Monitor,56502,Charger,71978,USB Cable,8867,POS-19,Office,466798
INV-100932,2026-07-22,Headphones,12139,Water Bottle,13112,Laptop,17622,Backpack,48714,POS-19,Home,469593
INV-100933,2026-07-23,Mouse,10051,Body Lotion,64813,Face Wash,46246,Charger,4866,POS-19,Stationery,461100
INV-100934,2026-07-24,Charger,77948,Water Bottle,39662,USB Cable,57093,Backpack,13823,POS-08,Personal Care,465370
INV-100935,2026-07-25,Charger,17501,Power Bank,25998,Water Bottle,61754,Mouse,53021,POS-10,Personal Care,460868
INV-100936,2026-07-26,Laptop,17075,USB Cable,9388,Smartphone,16424,Office Chair,11999,POS-02,Home,465650
INV-100937,2026-07-27,Headphones,30411,Body Lotion,58716,Water Bottle,73870,USB Cable,61785,POS-11,Accessories,465258
INV-100938,2026-07-28,Tablet,43671,Desk Lamp,9966,Pen Set,7824,Headphones,21928,POS-17,Electronics,469366
INV-100939,2026-07-29,Pen Set,74389,Body Lotion,79075,Charger,25421,Tablet,41734,POS-03,Home,463006
INV-100940,2026-07-30,Smartphone,34854,Face Wash,38756,Desk Lamp,604,Headphones,77353,POS-03,Personal Care,467092
INV-100941,2026-07-31,Keyboard,391,Notebook,63466,Headphones,21721,Laptop,55283,POS-05,Accessories,465841
INV-100942,2026-08-01,Backpack,31835,Monitor,48993,Face Wash,1481,USB Cable,13895,POS-06,Electronics,464362
INV-100943,2026-08-02,Keyboard,21374,Charger,31427,Soap,69571,Face Wash,21390,POS-05,Office,461895
INV-100944,2026-08-03,Notebook,11231,USB Cable,35014,Monitor,45269,Backpack,7171,POS-17,Home,466928
INV-100945,2026-08-04,Headphones,6675,Power Bank,4154,Backpack,6692,Office Chair,1368,POS-17,Stationery,466433
INV-100946,2026-08-05,USB Cable,66991,Desk Lamp,78763,Monitor,29385,Body Lotion,59107,POS-11,Personal Care,461889
INV-100947,2026-08-06,Office Chair,4355,Smartphone,36153,Shampoo,24292,Tablet,14312,POS-09,Home,469514
INV-100948,2026-08-07,Shampoo,79733,Body Lotion,79871,Pen Set,51012,USB Cable,76676,POS-14,Electronics,469759
INV-100949,2026-08-08,Tablet,70555,Soap,3036,USB Cable,39344,Body Lotion,63526,POS-20,Personal Care,468577
INV-100950,2026-08-09,Monitor,36915,USB Cable,33422,Power Bank,4497,Desk Lamp,47182,POS-10,Home,460882
INV-100951,2026-08-10,Office Chair,17667,Shampoo,72244,Monitor,27287,Charger,55374,POS-13,Electronics,465843
INV-100952,2026-08-11,Smartphone,39839,Laptop,11810,Body Lotion,66955,Desk Lamp,32304,POS-20,Personal Care,464073
INV-100953,2026-08-12,Office Chair,59439,Notebook,7081,Laptop,20949,Pen Set,27955,POS-20,Home,463864
INV-100954,2026-08-13,Soap,62614,Backpack,63574,Notebook,47935,Tablet,69713,POS-05,Personal Care,461045
INV-100955,2026-08-14,Smartphone,6122,Notebook,14304,Soap,45966,Mouse,34923,POS-06,Home,468395
INV-100956,2026-08-15,Laptop,6338,USB Cable,52635,Desk Lamp,57769,Monitor,56501,POS-08,Home,467491
INV-100957,2026-08-16,Tablet,48533,Keyboard,43706,Shampoo,74818,Headphones,18237,POS-10,Accessories,462137
INV-100958,2026-08-17,Smartphone,67155,Headphones,21358,Notebook,77566,Face Wash,21045,POS-08,Personal Care,463468
INV-100959,2026-08-18,Monitor,17520,Notebook,30986,Smartphone,63191,Office Chair,59943,POS-16,Electronics,463275
INV-100960,2026-08-19,Pen Set,49541,USB Cable,68307,Monitor,33625,Desk Lamp,14268,POS-06,Electronics,462088
INV-100961,2026-08-20,Shampoo,67654,Power Bank,78756,Keyboard,11124,Charger,19088,POS-16,Stationery,461224
INV-100962,2026-08-21,Backpack,75727,Office Chair,26608,Notebook,6576,Shampoo,67170,POS-13,Personal Care,465995
INV-100963,2026-08-22,Mouse,44889,Smartphone,72447,Charger,78823,Office Chair,79482,POS-17,Accessories,461782
INV-100964,2026-08-23,Water Bottle,39360,Desk Lamp,39706,Body Lotion,79084,USB Cable,55715,POS-09,Office,460903
INV-100965,2026-08-24,Backpack,53463,Power Bank,32988,Face Wash,78900,Office Chair,414,POS-04,Office,466264
INV-100966,2026-08-25,Desk Lamp,37461,Monitor,54876,Mouse,76287,Keyboard,31505,POS-19,Accessories,465920
INV-100967,2026-08-26,Power Bank,26987,Smartphone,25720,Soap,77629,Tablet,34967,POS-02,Home,464096
INV-100968,2026-08-27,Monitor,53856,Keyboard,66597,Water Bottle,75354,Backpack,21317,POS-16,Personal Care,461046
INV-100969,2026-08-28,Monitor,57149,Desk Lamp,75825,Keyboard,14082,Office Chair,28121,POS-18,Home,468472
INV-100970,2026-08-29,Tablet,3568,USB Cable,36438,Backpack,43224,Keyboard,29104,POS-11,Electronics,468293
INV-100971,2026-08-30,Power Bank,53459,Monitor,50427,Laptop,59354,Office Chair,71382,POS-20,Personal Care,463387
INV-100972,2026-08-31,Mouse,16159,Soap,56466,Face Wash,16419,Monitor,1664,POS-14,Home,462877
INV-100973,2026-09-01,Power Bank,6575,Soap,64264,Office Chair,19477,Desk Lamp,15310,POS-20,Personal Care,469551
INV-100974,2026-09-02,Laptop,49705,Office Chair,18959,Keyboard,43297,Desk Lamp,33903,POS-02,Office,468572
INV-100975,2026-09-03,Office Chair,1440,Water Bottle,15709,Monitor,28335,Pen Set,14926,POS-05,Office,462424
INV-100976,2026-09-04,Laptop,37749,Keyboard,11492,Face Wash,13492,Notebook,63855,POS-06,Electronics,468574
INV-100977,2026-09-05,Mouse,26940,Smartphone,78060,Desk Lamp,9582,Pen Set,6147,POS-16,Stationery,464864
INV-100978,2026-09-06,Headphones,34067,Keyboard,63639,Shampoo,15306,Charger,50842,POS-20,Home,469593
INV-100979,2026-09-07,Keyboard,34236,Soap,49460,Laptop,15478,Backpack,18228,POS-08,Home,467212
INV-100980,2026-09-08,Laptop,21058,Water Bottle,75637,Soap,79461,Monitor,26207,POS-05,Stationery,465102
INV-100981,2026-09-09,USB Cable,61832,Office Chair,425,Water Bottle,42666,Face Wash,43170,POS-01,Office,465855
INV-100982,2026-09-10,USB Cable,28087,Desk Lamp,64365,Laptop,79725,Monitor,9263,POS-16,Office,460177
INV-100983,2026-09-11,Pen Set,60031,Office Chair,32238,Desk Lamp,14162,Mouse,48806,POS-07,Personal Care,463896
INV-100984,2026-09-12,Notebook,32183,Mouse,75369,Pen Set,61755,Monitor,55222,POS-06,Accessories,465813
INV-100985,2026-09-13,Power Bank,74885,Water Bottle,5179,Face Wash,67574,Office Chair,66895,POS-03,Accessories,469094
INV-100986,2026-09-14,Face Wash,17511,Mouse,41875,Backpack,38904,Shampoo,4360,POS-04,Personal Care,468077
INV-100987,2026-09-15,Face Wash,67689,Power Bank,5666,Office Chair,43981,Smartphone,27331,POS-20,Office,464842
INV-100988,2026-09-16,Power Bank,26760,Soap,54880,Shampoo,8707,Face Wash,8774,POS-09,Electronics,462894
INV-100989,2026-09-17,Shampoo,4639,Office Chair,4178,Body Lotion,25999,Desk Lamp,14065,POS-02,Electronics,461949
INV-100990,2026-09-18,Headphones,39143,Shampoo,60222,USB Cable,41760,Laptop,5312,POS-07,Stationery,468294
INV-100991,2026-09-19,Body Lotion,23000,Keyboard,62800,Notebook,53386,USB Cable,68474,POS-19,Home,465464
INV-100992,2026-09-20,Power Bank,63433,Desk Lamp,23293,Backpack,160,Shampoo,56907,POS-13,Stationery,462548
INV-100993,2026-09-21,Face Wash,7552,Power Bank,19637,Water Bottle,6011,Laptop,52817,POS-20,Stationery,463584
INV-100994,2026-09-22,Pen Set,36317,Face Wash,52718,Laptop,23602,Mouse,70659,POS-11,Stationery,467964
INV-100995,2026-09-23,Laptop,47158,USB Cable,15484,Desk Lamp,47877,Power Bank,72107,POS-13,Personal Care,460611
INV-100996,2026-09-24,Body Lotion,13947,Backpack,77887,Shampoo,72192,Laptop,7306,POS-13,Office,464470
INV-100997,2026-09-25,Mouse,72984,Notebook,29654,Desk Lamp,69059,Headphones,51200,POS-05,Home,463395
INV-100998,2026-09-26,Desk Lamp,57884,Power Bank,10102,Soap,60187,Water Bottle,70014,POS-15,Electronics,464566
INV-100999,2026-09-27,Notebook,60218,Monitor,9975,Body Lotion,22109,Water Bottle,18879,POS-14,Stationery,460779
INV-101000,2026-09-28,Power Bank,24999,Mouse,70354,Body Lotion,52062,Notebook,14095,POS-04,Personal Care,460041
